url,location,district,price,currency,offer_type,property_type,area,landArea,privateArea,bathRooms,bedRooms,parking,floors,energeticCertificate,lift,fenced,fractions
https://www.era.pt/imovel/loja-trofa-bougado-sao-martinho-e-santiago-079240151,Bougado (São Martinho e Santiago),Porto,0.0,1.0,1.0,Loja,182.0,0.0,203.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
https://www.era.pt/imovel/moradia-isolada-t3-santa-maria-da-feira-sao-joao-de-ver-020240096,São João de Ver,Aveiro,290000.0,1.0,1.0,Moradia Isolada,103.0,1900.0,103.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
https://www.era.pt/imovel/duplex-t4-trofa-bougado-sao-martinho-e-santiago-079240150,Bougado (São Martinho e Santiago),Porto,0.0,1.0,1.0,Duplex,239.0,0.0,292.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t2-gondomar-fanzeres-e-sao-pedro-da-cova-311240210,Fânzeres e São Pedro da Cova,Porto,213000.0,1.0,1.0,Apartamento,77.0,0.0,83.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0
https://www.era.pt/imovel/duplex-t4-trofa-bougado-sao-martinho-e-santiago-079240149,Bougado (São Martinho e Santiago),Porto,0.0,1.0,1.0,Duplex,186.0,0.0,229.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t1-matosinhos-sao-mamede-de-infesta-123240346,São Mamede de Infesta,Matosinhos,191000.0,1.0,1.0,Apartamento,50.0,0.0,52.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
https://www.era.pt/imovel/terreno-vila-real-campea-049240080,Campeã,Vila Real,48000.0,1.0,1.0,Terreno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t6-trofa-bougado-sao-martinho-e-santiago-079240148,Bougado (São Martinho e Santiago),Porto,0.0,1.0,1.0,Apartamento,257.0,0.0,304.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t3-peso-da-regua-peso-da-regua-e-godim-358240128,Peso da Régua e Godim,Vila Real,295000.0,1.0,1.0,Apartamento,168.0,0.0,187.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0
https://www.era.pt/imovel/moradia-t5-alpiarca-070240173,Alpiarça,Santarém,280000.0,1.0,1.0,Moradia,263.0,1944.0,263.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t6-trofa-bougado-sao-martinho-e-santiago-079240147,Bougado (São Martinho e Santiago),Porto,685000.0,1.0,1.0,Apartamento,257.0,0.0,304.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0
https://www.era.pt/imovel/lote-viseu-barbeita-240240188,Barbeita,Viseu,66000.0,1.0,1.0,Lote,0.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t2-trofa-bougado-sao-martinho-e-santiago-079240146,Bougado (São Martinho e Santiago),Porto,325000.0,1.0,1.0,Apartamento,119.0,0.0,141.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
https://www.era.pt/imovel/apartamento-t3-trofa-bougado-sao-martinho-e-santiago-079240145,Bougado (São Martinho e Santiago),Porto,395000.0,1.0,1.0,Apartamento,138.0,0.0,163.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
